ticker,year_a,year_b,chunk_id_a,chunk_id_b,header_a,header_b,standard_label,cot_label,similarity,true_label
AAPL,2018,2019,AAPL_2018_chunk_10,AAPL_2019_chunk_10,"The Company is subject to laws and regulations worldwide, changes to which could increase the Company’s costs and individually or in the aggregate adversely affect the Company’s business.","The Company is subject to complex and changing laws and regulations worldwide, which exposes the Company to potential liabilities, increased costs and other adverse effects on the Company’s business.",ESCALATED,UNCHANGED,0.9591,UNCHANGED
AAPL,2018,2019,AAPL_2018_chunk_11,AAPL_2019_chunk_10,The Company’s business is subject to the risks of international operations.,"The Company is subject to complex and changing laws and regulations worldwide, which exposes the Company to potential liabilities, increased costs and other adverse effects on the Company’s business.",ESCALATED,UNCHANGED,0.9374,ESCALATED
AAPL,2018,2019,AAPL_2018_chunk_12,AAPL_2019_chunk_11,The Company’s retail stores have required and will continue to require a substantial investment and commitment of resources and are subject to numerous risks and uncertainties.,The Company’s retail stores have required and will continue to require a substantial investment and commitment of resources and are subject to numerous risks and uncertainties.,UNCHANGED,UNCHANGED,0.9974,UNCHANGED
AAPL,2018,2019,AAPL_2018_chunk_13,AAPL_2019_chunk_18,Investment in new business strategies and acquisitions could disrupt the Company’s ongoing business and present risks not originally contemplated.,The Company is exposed to credit risk and fluctuations in the values of its investment portfolio.,ESCALATED,UNCHANGED,0.8504,ESCALATED
AAPL,2018,2019,AAPL_2018_chunk_14,AAPL_2019_chunk_12,The Company’s business and reputation may be impacted by information technology system failures or network disruptions.,The Company’s business and reputation may be impacted by information technology system failures or network disruptions.,ESCALATED,ESCALATED,0.9975,ESCALATED
AAPL,2018,2019,AAPL_2018_chunk_15,AAPL_2019_chunk_13,"The Company’s business is subject to a variety of U.S. and international laws, rules, policies and other obligations regarding data protection.","The Company’s business is subject to a variety of U.S. and international laws, rules, policies and other obligations regarding data protection.",ESCALATED,UNCHANGED,0.9942,UNCHANGED
AAPL,2018,2019,AAPL_2018_chunk_16,AAPL_2019_chunk_14,The Company’s success depends largely on the continued service and availability of key personnel.,The Company’s success depends largely on the continued service and availability of key personnel.,UNCHANGED,UNCHANGED,1.0,UNCHANGED
AAPL,2018,2019,AAPL_2018_chunk_17,AAPL_2019_chunk_15,"The Company’s business may be impacted by political events, international trade disputes, war, terrorism, natural disasters, public health issues, industrial accidents and other business interruptions.","The Company’s business can be impacted by political events, international trade disputes, war, terrorism, natural disasters, public health issues, industrial accidents and other business interruptions.",UNCHANGED,UNCHANGED,0.9946,UNCHANGED
AAPL,2018,2019,AAPL_2018_chunk_18,AAPL_2019_chunk_16,The Company expects its quarterly revenue and operating results to fluctuate.,The Company expects its quarterly net sales and operating results to fluctuate.,UNCHANGED,ESCALATED,0.9926,ESCALATED
AAPL,2018,2019,AAPL_2018_chunk_19,AAPL_2019_chunk_17,The Company’s primary exposure to movements in foreign currency exchange rates relates to non–U.S. dollar–denominated sales and operating expenses worldwide. Gross margins on the Company’s products in foreign countries and on products that include components obtained from foreign suppliers could be ,"The Company’s primary exposure to movements in foreign currency exchange rates relates to non–U.S. dollar–denominated sales, cost of sales and operating expenses worldwide. Gross margins on the Company’s products in foreign countries and on products that include components obtained from foreign supp",ESCALATED,ESCALATED,0.988,UNCHANGED
AAPL,2018,2019,AAPL_2018_chunk_20,AAPL_2019_chunk_18,The Company is exposed to credit risk and fluctuations in the market values of its investment portfolio.,The Company is exposed to credit risk and fluctuations in the values of its investment portfolio.,UNCHANGED,UNCHANGED,0.9929,UNCHANGED
AAPL,2018,2019,AAPL_2018_chunk_21,AAPL_2019_chunk_19,"The Company is exposed to credit risk on its trade accounts receivable, vendor non-trade receivables and prepayments related to long-term supply agreements, and this risk is heightened during periods when economic conditions worsen.","The Company is exposed to credit risk on its trade accounts receivable, vendor non-trade receivables and prepayments related to long-term supply agreements, and this risk is heightened during periods when economic conditions worsen.",ESCALATED,UNCHANGED,0.9999,UNCHANGED
AAPL,2018,2019,AAPL_2018_chunk_22,AAPL_2019_chunk_20,"The Company could be subject to changes in its tax rates, the adoption of new U.S. or international tax legislation or exposure to additional tax liabilities.","The Company could be subject to changes in its tax rates, the adoption of new U.S. or international tax legislation or exposure to additional tax liabilities.",UNCHANGED,UNCHANGED,0.9979,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_00,AAPL_2020_chunk_01,"Global markets for the Company’s products and services are highly competitive and subject to rapid technological change, and the Company may be unable to compete effectively in these markets.","Global markets for the Company’s products and services are highly competitive and subject to rapid technological change, and the Company may be unable to compete effectively in these markets.",UNCHANGED,UNCHANGED,0.9964,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_01,AAPL_2020_chunk_02,"To remain competitive and stimulate customer demand, the Company must successfully manage frequent introductions and transitions of products and services.","To remain competitive and stimulate customer demand, the Company must successfully manage frequent introductions and transitions of products and services.",UNCHANGED,UNCHANGED,1.0,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_02,AAPL_2020_chunk_03,"The Company depends on the performance of carriers, wholesalers, retailers and other resellers.","The Company depends on the performance of carriers, wholesalers, retailers and other resellers.",UNCHANGED,UNCHANGED,0.9977,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_03,AAPL_2020_chunk_04,"The Company is exposed to the risk of write-downs on the value of its inventory and other assets, in addition to purchase commitment cancellation risk.","The Company is exposed to the risk of write-downs on the value of its inventory and other assets, in addition to purchase commitment cancellation risk.",UNCHANGED,UNCHANGED,0.9942,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_04,AAPL_2020_chunk_05,Future operating results depend upon the Company’s ability to obtain components in sufficient quantities on commercially reasonable terms.,Future operating results depend upon the Company’s ability to obtain components in sufficient quantities on commercially reasonable terms.,ESCALATED,UNCHANGED,1.0,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_05,AAPL_2020_chunk_06,"The Company depends on component and product manufacturing and logistical services provided by outsourcing partners, many of which are located outside of the U.S.","The Company depends on component and product manufacturing and logistical services provided by outsourcing partners, many of which are located outside of the U.S.",ESCALATED,ESCALATED,0.9928,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_06,AAPL_2020_chunk_07,The Company’s products and services may be affected from time to time by design and manufacturing defects that could materially adversely affect the Company’s business and result in harm to the Company’s reputation.,The Company’s products and services may be affected from time to time by design and manufacturing defects that could materially adversely affect the Company’s business and result in harm to the Company’s reputation.,UNCHANGED,UNCHANGED,1.0,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_07,AAPL_2020_chunk_08,"The Company relies on access to third-party digital content, which may not be available to the Company on commercially reasonable terms or at all.","The Company relies on access to third-party digital content, which may not be available to the Company on commercially reasonable terms or at all.",UNCHANGED,UNCHANGED,1.0,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_08,AAPL_2020_chunk_09,The Company’s future performance depends in part on support from third-party software developers.,The Company’s future performance depends in part on support from third-party software developers.,ESCALATED,ESCALATED,0.9918,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_09,AAPL_2020_chunk_10,"The Company relies on access to third-party intellectual property, which may not be available to the Company on commercially reasonable terms or at all.","The Company relies on access to third-party intellectual property, which may not be available to the Company on commercially reasonable terms or at all.",UNCHANGED,UNCHANGED,0.9682,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_10,AAPL_2020_chunk_12,"The Company is subject to complex and changing laws and regulations worldwide, which exposes the Company to potential liabilities, increased costs and other adverse effects on the Company’s business.","The Company is subject to complex and changing laws and regulations worldwide, which exposes the Company to potential liabilities, increased costs and other adverse effects on the Company’s business.",ESCALATED,ESCALATED,0.9954,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_11,AAPL_2020_chunk_13,The Company’s retail stores have required and will continue to require a substantial investment and commitment of resources and are subject to numerous risks and uncertainties.,The Company’s retail stores have required and will continue to require a substantial investment and commitment of resources and are subject to numerous risks and uncertainties.,ESCALATED,UNCHANGED,0.9936,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_12,AAPL_2020_chunk_15,The Company’s business and reputation may be impacted by information technology system failures or network disruptions.,The Company’s business and reputation may be impacted by information technology system failures or network disruptions.,UNCHANGED,UNCHANGED,0.9967,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_13,AAPL_2020_chunk_16,"The Company’s business is subject to a variety of U.S. and international laws, rules, policies and other obligations regarding data protection.","The Company’s business is subject to a variety of U.S. and international laws, rules, policies and other obligations regarding data protection.",UNCHANGED,DE-ESCALATED,0.9942,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_14,AAPL_2020_chunk_17,The Company’s success depends largely on the continued service and availability of key personnel.,The Company’s success depends largely on the continued service and availability of key personnel.,UNCHANGED,UNCHANGED,1.0,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_15,AAPL_2020_chunk_18,"The Company’s business can be impacted by political events, international trade disputes, war, terrorism, natural disasters, public health issues, industrial accidents and other business interruptions.","The Company’s business can be impacted by political events, international trade disputes, war, terrorism, natural disasters, public health issues, industrial accidents and other business interruptions.",UNCHANGED,UNCHANGED,0.9926,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_16,AAPL_2020_chunk_19,The Company expects its quarterly net sales and operating results to fluctuate.,The Company expects its quarterly net sales and operating results to fluctuate.,UNCHANGED,ESCALATED,0.9951,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_17,AAPL_2020_chunk_20,"The Company’s primary exposure to movements in foreign currency exchange rates relates to non–U.S. dollar–denominated sales, cost of sales and operating expenses worldwide. Gross margins on the Company’s products in foreign countries and on products that include components obtained from foreign supp","The Company’s primary exposure to movements in foreign currency exchange rates relates to non–U.S. dollar–denominated sales, cost of sales and operating expenses worldwide. Gross margins on the Company’s products in foreign countries and on products that include components obtained from foreign supp",UNCHANGED,UNCHANGED,0.999,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_18,AAPL_2020_chunk_21,The Company is exposed to credit risk and fluctuations in the values of its investment portfolio.,The Company is exposed to credit risk and fluctuations in the values of its investment portfolio.,UNCHANGED,UNCHANGED,0.9972,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_19,AAPL_2020_chunk_22,"The Company is exposed to credit risk on its trade accounts receivable, vendor non-trade receivables and prepayments related to long-term supply agreements, and this risk is heightened during periods when economic conditions worsen.","The Company is exposed to credit risk on its trade accounts receivable, vendor non-trade receivables and prepayments related to long-term supply agreements, and this risk is heightened during periods when economic conditions worsen.",UNCHANGED,UNCHANGED,0.9977,UNCHANGED
AAPL,2019,2020,AAPL_2019_chunk_20,AAPL_2020_chunk_23,"The Company could be subject to changes in its tax rates, the adoption of new U.S. or international tax legislation or exposure to additional tax liabilities.","The Company could be subject to changes in its tax rates, the adoption of new U.S. or international tax legislation or exposure to additional tax liabilities.",UNCHANGED,UNCHANGED,0.9993,UNCHANGED
AAPL,2019,2020,,AAPL_2020_chunk_00,,"The Company’s business, results of operations, financial condition and stock price have been adversely affected and could in the future be materially adversely affected by the COVID-19 pandemic.",NEW,NEW,,
AAPL,2019,2020,,AAPL_2020_chunk_11,,The Company’s financial condition and operating results could be adversely impacted by unfavorable results of legal proceedings or government investigations.,NEW,NEW,,
AAPL,2019,2020,,AAPL_2020_chunk_14,,"Investment in new business strategies and acquisitions could disrupt the Company’s ongoing business, present risks not originally contemplated and adversely affect the Company’s reputation, financial condition and operating results.",NEW,NEW,,
AAPL,2020,2021,AAPL_2020_chunk_00,AAPL_2021_chunk_00,"The Company’s business, results of operations, financial condition and stock price have been adversely affected and could in the future be materially adversely affected by the COVID-19 pandemic.","The Company’s business, results of operations and financial condition, as well as the price of the Company’s stock, have been adversely affected and could in the future be materially adversely affected by the COVID-19 pandemic.",ESCALATED,ESCALATED,0.9789,ESCALATED
AAPL,2020,2021,AAPL_2020_chunk_01,AAPL_2021_chunk_03,"Global markets for the Company’s products and services are highly competitive and subject to rapid technological change, and the Company may be unable to compete effectively in these markets.","Global markets for the Company’s products and services are highly competitive and subject to rapid technological change, and the Company may be unable to compete effectively in these markets.",UNCHANGED,UNCHANGED,0.9984,UNCHANGED
AAPL,2020,2021,AAPL_2020_chunk_02,AAPL_2021_chunk_04,"To remain competitive and stimulate customer demand, the Company must successfully manage frequent introductions and transitions of products and services.","To remain competitive and stimulate customer demand, the Company must successfully manage frequent introductions and transitions of products and services.",UNCHANGED,UNCHANGED,0.988,UNCHANGED
AAPL,2020,2021,AAPL_2020_chunk_03,AAPL_2021_chunk_13,"The Company depends on the performance of carriers, wholesalers, retailers and other resellers.","The Company depends on the performance of carriers, wholesalers, retailers and other resellers.",ESCALATED,ESCALATED,0.9761,UNCHANGED
AAPL,2020,2021,AAPL_2020_chunk_04,AAPL_2021_chunk_08,"The Company is exposed to the risk of write-downs on the value of its inventory and other assets, in addition to purchase commitment cancellation risk.","The Company is exposed to the risk of write-downs on the value of its inventory and other assets, in addition to purchase commitment cancellation risk.",ESCALATED,ESCALATED,0.9939,UNCHANGED
AAPL,2020,2021,AAPL_2020_chunk_05,AAPL_2021_chunk_06,Future operating results depend upon the Company’s ability to obtain components in sufficient quantities on commercially reasonable terms.,Future operating results depend upon the Company’s ability to obtain components in sufficient quantities on commercially reasonable terms.,UNCHANGED,ESCALATED,0.989,UNCHANGED
AAPL,2020,2021,AAPL_2020_chunk_06,AAPL_2021_chunk_05,"The Company depends on component and product manufacturing and logistical services provided by outsourcing partners, many of which are located outside of the U.S.","The Company depends on component and product manufacturing and logistical services provided by outsourcing partners, many of which are located outside of the U.S.",ESCALATED,ESCALATED,0.9917,UNCHANGED
AAPL,2020,2021,AAPL_2020_chunk_07,AAPL_2021_chunk_07,The Company’s products and services may be affected from time to time by design and manufacturing defects that could materially adversely affect the Company’s business and result in harm to the Company’s reputation.,The Company’s products and services may be affected from time to time by design and manufacturing defects that could materially adversely affect the Company’s business and result in harm to the Company’s reputation.,UNCHANGED,UNCHANGED,0.9992,UNCHANGED
AAPL,2020,2021,AAPL_2020_chunk_08,AAPL_2021_chunk_11,"The Company relies on access to third-party digital content, which may not be available to the Company on commercially reasonable terms or at all.","Failure to obtain or create digital content that appeals to the Company’s customers, or to make such content available on commercially reasonable terms, could have a material adverse impact on the Company’s business, results of operations and financial condition.",ESCALATED,ESCALATED,0.9759,ESCALATED
AAPL,2020,2021,AAPL_2020_chunk_09,AAPL_2021_chunk_10,The Company’s future performance depends in part on support from third-party software developers.,The Company’s future performance depends in part on support from third-party software developers.,ESCALATED,UNCHANGED,0.9858,UNCHANGED
AAPL,2020,2021,AAPL_2020_chunk_10,AAPL_2021_chunk_09,"The Company relies on access to third-party intellectual property, which may not be available to the Company on commercially reasonable terms or at all.","The Company relies on access to third-party intellectual property, which may not be available to the Company on commercially reasonable terms or at all.",UNCHANGED,UNCHANGED,0.9981,UNCHANGED
AAPL,2020,2021,AAPL_2020_chunk_11,AAPL_2021_chunk_18,The Company’s financial condition and operating results could be adversely impacted by unfavorable results of legal proceedings or government investigations.,"The Company’s business, results of operations and financial condition could be adversely impacted by unfavorable results of legal proceedings or government investigations.",UNCHANGED,UNCHANGED,0.9924,DE-ESCALATED
AAPL,2020,2021,AAPL_2020_chunk_12,AAPL_2021_chunk_19,"The Company is subject to complex and changing laws and regulations worldwide, which exposes the Company to potential liabilities, increased costs and other adverse effects on the Company’s business.","The Company is subject to complex and changing laws and regulations worldwide, which exposes the Company to potential liabilities, increased costs and other adverse effects on the Company’s business.",ESCALATED,ESCALATED,0.9825,UNCHANGED
AAPL,2020,2021,AAPL_2020_chunk_13,AAPL_2021_chunk_17,The Company’s retail stores have required and will continue to require a substantial investment and commitment of resources and are subject to numerous risks and uncertainties.,The Company’s retail stores have required and will continue to require a substantial investment and commitment of resources and are subject to numerous risks and uncertainties.,UNCHANGED,UNCHANGED,0.9994,UNCHANGED
AAPL,2020,2021,AAPL_2020_chunk_14,AAPL_2021_chunk_16,"Investment in new business strategies and acquisitions could disrupt the Company’s ongoing business, present risks not originally contemplated and adversely affect the Company’s reputation, financial condition and operating results.","Investment in new business strategies and acquisitions could disrupt the Company’s ongoing business, present risks not originally contemplated and adversely affect the Company’s business, reputation, results of operations and financial condition.",ESCALATED,UNCHANGED,0.9834,UNCHANGED
AAPL,2020,2021,AAPL_2020_chunk_15,AAPL_2021_chunk_15,The Company’s business and reputation may be impacted by information technology system failures or network disruptions.,"Losses or unauthorized access to or releases of confidential information, including personal information, could subject the Company to significant reputational, financial, legal and operational consequences.",ESCALATED,ESCALATED,0.9378,ESCALATED
AAPL,2020,2021,AAPL_2020_chunk_16,AAPL_2021_chunk_20,"The Company’s business is subject to a variety of U.S. and international laws, rules, policies and other obligations regarding data protection.","The Company’s business is subject to a variety of U.S. and international laws, rules, policies and other obligations regarding data protection.",ESCALATED,ESCALATED,0.9528,UNCHANGED
AAPL,2020,2021,AAPL_2020_chunk_17,AAPL_2021_chunk_12,The Company’s success depends largely on the continued service and availability of key personnel.,"The Company’s success depends largely on the continued service and availability of highly skilled employees, including key personnel.",ESCALATED,ESCALATED,0.9743,ESCALATED
AAPL,2020,2021,AAPL_2020_chunk_18,AAPL_2021_chunk_02,"The Company’s business can be impacted by political events, international trade disputes, war, terrorism, natural disasters, public health issues, industrial accidents and other business interruptions.","The Company’s business can be impacted by political events, trade and other international disputes, war, terrorism, natural disasters, public health issues, industrial accidents and other business interruptions.",UNCHANGED,UNCHANGED,0.993,UNCHANGED
AAPL,2020,2021,AAPL_2020_chunk_19,AAPL_2021_chunk_21,The Company expects its quarterly net sales and operating results to fluctuate.,The Company expects its quarterly net sales and results of operations to fluctuate.,UNCHANGED,UNCHANGED,0.9493,UNCHANGED
AAPL,2020,2021,AAPL_2020_chunk_20,AAPL_2021_chunk_22,"The Company’s primary exposure to movements in foreign currency exchange rates relates to non–U.S. dollar–denominated sales, cost of sales and operating expenses worldwide. Gross margins on the Company’s products in foreign countries and on products that include components obtained from foreign supp",The Company’s financial performance is subject to risks associated with changes in the value of the U.S. dollar relative to local currencies.,UNCHANGED,UNCHANGED,0.9839,UNCHANGED
AAPL,2020,2021,AAPL_2020_chunk_21,AAPL_2021_chunk_23,The Company is exposed to credit risk and fluctuations in the values of its investment portfolio.,The Company is exposed to credit risk and fluctuations in the values of its investment portfolio.,UNCHANGED,UNCHANGED,0.9988,UNCHANGED
AAPL,2020,2021,AAPL_2020_chunk_22,AAPL_2021_chunk_24,"The Company is exposed to credit risk on its trade accounts receivable, vendor non-trade receivables and prepayments related to long-term supply agreements, and this risk is heightened during periods when economic conditions worsen.","The Company is exposed to credit risk on its trade accounts receivable, vendor non-trade receivables and prepayments related to long-term supply agreements, and this risk is heightened during periods when economic conditions worsen.",UNCHANGED,UNCHANGED,0.9999,UNCHANGED
AAPL,2020,2021,AAPL_2020_chunk_23,AAPL_2021_chunk_25,"The Company could be subject to changes in its tax rates, the adoption of new U.S. or international tax legislation or exposure to additional tax liabilities.","The Company is subject to changes in tax rates, the adoption of new U.S. or international tax legislation and exposure to additional tax liabilities.",UNCHANGED,UNCHANGED,0.9917,UNCHANGED
AAPL,2020,2021,,AAPL_2021_chunk_01,,"The Company’s operations and performance depend significantly on global and regional economic conditions and adverse economic conditions can materially adversely affect the Company’s business, results of operations and financial condition.",NEW,NEW,,NEW
AAPL,2020,2021,,AAPL_2021_chunk_14,,The Company’s business and reputation are impacted by information technology system failures and network disruptions.,NEW,NEW,,NEW
AAPL,2020,2021,,AAPL_2021_chunk_26,,The price of the Company’s stock is subject to volatility.,NEW,NEW,,
AAPL,2021,2022,AAPL_2021_chunk_00,AAPL_2022_chunk_01,"The Company’s business, results of operations and financial condition, as well as the price of the Company’s stock, have been adversely affected and could in the future be materially adversely affected by the COVID-19 pandemic.","The Company’s business, results of operations, financial condition and stock price have been adversely affected and could in the future be materially adversely affected by the COVID-19 pandemic.",UNCHANGED,UNCHANGED,0.9933,UNCHANGED
AAPL,2021,2022,AAPL_2021_chunk_01,AAPL_2022_chunk_00,"The Company’s operations and performance depend significantly on global and regional economic conditions and adverse economic conditions can materially adversely affect the Company’s business, results of operations and financial condition.","The Company’s operations and performance depend significantly on global and regional economic conditions and adverse economic conditions can materially adversely affect the Company’s business, results of operations and financial condition.",ESCALATED,ESCALATED,0.9913,ESCALATED
AAPL,2021,2022,AAPL_2021_chunk_02,AAPL_2022_chunk_02,"The Company’s business can be impacted by political events, trade and other international disputes, war, terrorism, natural disasters, public health issues, industrial accidents and other business interruptions.","The Company’s business can be impacted by political events, trade and other international disputes, war, terrorism, natural disasters, public health issues, industrial accidents and other business interruptions.",ESCALATED,ESCALATED,0.9915,ESCALATED
AAPL,2021,2022,AAPL_2021_chunk_03,AAPL_2022_chunk_03,"Global markets for the Company’s products and services are highly competitive and subject to rapid technological change, and the Company may be unable to compete effectively in these markets.","Global markets for the Company’s products and services are highly competitive and subject to rapid technological change, and the Company may be unable to compete effectively in these markets.",UNCHANGED,UNCHANGED,0.9995,UNCHANGED
AAPL,2021,2022,AAPL_2021_chunk_04,AAPL_2022_chunk_04,"To remain competitive and stimulate customer demand, the Company must successfully manage frequent introductions and transitions of products and services.","To remain competitive and stimulate customer demand, the Company must successfully manage frequent introductions and transitions of products and services.",UNCHANGED,UNCHANGED,0.9883,UNCHANGED
AAPL,2021,2022,AAPL_2021_chunk_05,AAPL_2022_chunk_05,"The Company depends on component and product manufacturing and logistical services provided by outsourcing partners, many of which are located outside of the U.S.","The Company depends on component and product manufacturing and logistical services provided by outsourcing partners, many of which are located outside of the U.S.",UNCHANGED,UNCHANGED,0.9869,UNCHANGED
AAPL,2021,2022,AAPL_2021_chunk_06,AAPL_2022_chunk_06,Future operating results depend upon the Company’s ability to obtain components in sufficient quantities on commercially reasonable terms.,Future operating results depend upon the Company’s ability to obtain components in sufficient quantities on commercially reasonable terms.,UNCHANGED,UNCHANGED,0.995,UNCHANGED
AAPL,2021,2022,AAPL_2021_chunk_07,AAPL_2022_chunk_07,The Company’s products and services may be affected from time to time by design and manufacturing defects that could materially adversely affect the Company’s business and result in harm to the Company’s reputation.,The Company’s products and services may be affected from time to time by design and manufacturing defects that could materially adversely affect the Company’s business and result in harm to the Company’s reputation.,ESCALATED,ESCALATED,0.9997,ESCALATED
AAPL,2021,2022,AAPL_2021_chunk_08,AAPL_2022_chunk_08,"The Company is exposed to the risk of write-downs on the value of its inventory and other assets, in addition to purchase commitment cancellation risk.","The Company is exposed to the risk of write-downs on the value of its inventory and other assets, in addition to purchase commitment cancellation risk.",UNCHANGED,UNCHANGED,1.0,UNCHANGED
AAPL,2021,2022,AAPL_2021_chunk_09,AAPL_2022_chunk_09,"The Company relies on access to third-party intellectual property, which may not be available to the Company on commercially reasonable terms or at all.","The Company relies on access to third-party intellectual property, which may not be available to the Company on commercially reasonable terms or at all.",UNCHANGED,UNCHANGED,0.9975,UNCHANGED
AAPL,2021,2022,AAPL_2021_chunk_10,AAPL_2022_chunk_10,The Company’s future performance depends in part on support from third-party software developers.,The Company’s future performance depends in part on support from third-party software developers.,ESCALATED,UNCHANGED,0.9955,UNCHANGED
AAPL,2021,2022,AAPL_2021_chunk_11,AAPL_2022_chunk_11,"Failure to obtain or create digital content that appeals to the Company’s customers, or to make such content available on commercially reasonable terms, could have a material adverse impact on the Company’s business, results of operations and financial condition.","Failure to obtain or create digital content that appeals to the Company’s customers, or to make such content available on commercially reasonable terms, could have a material adverse impact on the Company’s business, results of operations and financial condition.",ESCALATED,UNCHANGED,0.9882,UNCHANGED
AAPL,2021,2022,AAPL_2021_chunk_12,AAPL_2022_chunk_12,"The Company’s success depends largely on the continued service and availability of highly skilled employees, including key personnel.","The Company’s success depends largely on the talents and efforts of its team members, the continued service and availability of highly skilled employees, including key personnel, and the Company’s ability to nurture its distinctive and inclusive culture.",ESCALATED,ESCALATED,0.9842,ESCALATED
AAPL,2021,2022,AAPL_2021_chunk_13,AAPL_2022_chunk_13,"The Company depends on the performance of carriers, wholesalers, retailers and other resellers.","The Company depends on the performance of carriers, wholesalers, retailers and other resellers.",UNCHANGED,UNCHANGED,0.9919,UNCHANGED
AAPL,2021,2022,AAPL_2021_chunk_14,AAPL_2022_chunk_14,The Company’s business and reputation are impacted by information technology system failures and network disruptions.,The Company’s business and reputation are impacted by information technology system failures and network disruptions.,UNCHANGED,UNCHANGED,1.0,UNCHANGED
AAPL,2021,2022,AAPL_2021_chunk_15,AAPL_2022_chunk_15,"Losses or unauthorized access to or releases of confidential information, including personal information, could subject the Company to significant reputational, financial, legal and operational consequences.","Losses or unauthorized access to or releases of confidential information, including personal information, could subject the Company to significant reputational, financial, legal and operational consequences.",UNCHANGED,UNCHANGED,0.9964,UNCHANGED
